question,answer
Can you online payment.,"We accept cash, card, and online wallets."
Hey location please?,Our phone number is 0300-1234567 and we are in the main city center.
"Please, is parking there please.",There is parking available nearby.
Can you catering services batao — thanks.,"Yes, we provide catering—contact sales for a quote."
"Hi, play area location batao now?","Yes, we have a kids menu and high chairs available."
"Please, catering services location batao now?","Yes, we provide catering—contact sales for a quote."
Can you modify order — thanks.,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Can you show menu — thanks.,"We offer pizza, burgers, pasta, BBQ, and desserts."
Hey promo code please please?,We run seasonal discounts; check our website for current offers.
Could you do you accept cards batao please?,"We accept cash, card, and online wallets."
Hey kids menu kahan asap?,"Yes, we have a kids menu and high chairs available."
"Please, kids menu asap?","Yes, we have a kids menu and high chairs available."
"Hello, ramps plz.",Wheelchair access is available; let us know if you need assistance.
Hey home delivery kahan ho.,"Yes, we offer home delivery in the local area."
"Hi, specials kindly.","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, discount asap?",We run seasonal discounts; check our website for current offers.
"Hello, parking available?",There is parking available nearby.
"Please, how to cancel kindly.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you gluten free asap?,We have vegetarian and gluten-free options on request.
Can you vegan options now?,We have vegetarian and gluten-free options on request.
contact info now?,Our phone number is 0300-1234567 and we are in the main city center.
Could you do you cater?,"Yes, we provide catering—contact sales for a quote."
do you cater kahan asap?,"Yes, we provide catering—contact sales for a quote."
"Please, parking available pls — thanks.",There is parking available nearby.
Hey menu today address batao.,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Please, play area address batao?","Yes, we have a kids menu and high chairs available."
"Hi, pizza flavours batao — thanks.","We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey coupon?,We run seasonal discounts; check our website for current offers.
"Please, address plz asap?",Our phone number is 0300-1234567 and we are in the main city center.
Could you delivery time asap?,"Yes, we offer home delivery in the local area."
Hey valet parking kahan please?,There is parking available nearby.
"Hello, vegan options kaha asap?",We have vegetarian and gluten-free options on request.
Can you play area plz?,"Yes, we have a kids menu and high chairs available."
how to reserve address batao please?,You can reserve online or call us to book a table.
Hey ramps please?,Wheelchair access is available; let us know if you need assistance.
"Hi, allergy info kindly?",We have vegetarian and gluten-free options on request.
home delivery?,"Yes, we offer home delivery in the local area."
"Please, offers?",We run seasonal discounts; check our website for current offers.
"Please, high chair kindly — thanks.","Yes, we have a kids menu and high chairs available."
"Hi, vegan options plz asap?",We have vegetarian and gluten-free options on request.
Could you play area kaha?,"Yes, we have a kids menu and high chairs available."
what are your hours?,We are open from 11 AM to 12 AM daily.
menu today plz?,"We offer pizza, burgers, pasta, BBQ, and desserts."
Hey online payment now?,"We accept cash, card, and online wallets."
Hey promo code.,We run seasonal discounts; check our website for current offers.
"Hi, ramps pls.",Wheelchair access is available; let us know if you need assistance.
Can you what are your hours kindly.,We are open from 11 AM to 12 AM daily.
closing time kaha now?,We are open from 11 AM to 12 AM daily.
Hey book a table please please?,You can reserve online or call us to book a table.
Hey promo code batao?,We run seasonal discounts; check our website for current offers.
Could you what are your hours?,We are open from 11 AM to 12 AM daily.
Could you phone number.,Our phone number is 0300-1234567 and we are in the main city center.
Can you promo code kindly — thanks.,We run seasonal discounts; check our website for current offers.
Could you how to cancel batao.,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Can you show menu plz.,"We offer pizza, burgers, pasta, BBQ, and desserts."
Can you accessible seating batao please?,Wheelchair access is available; let us know if you need assistance.
Could you where are you located pls now?,Our phone number is 0300-1234567 and we are in the main city center.
Can you change my order kindly?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Can you modify order?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
payment methods.,"We accept cash, card, and online wallets."
"Please, show menu — thanks.","We offer pizza, burgers, pasta, BBQ, and desserts."
Hey reserve table kahan ho — thanks.,You can reserve online or call us to book a table.
Could you online payment please now?,"We accept cash, card, and online wallets."
Hey address kindly — thanks.,Our phone number is 0300-1234567 and we are in the main city center.
Hey do you deliver plz asap?,"Yes, we offer home delivery in the local area."
online payment please.,"We accept cash, card, and online wallets."
contact info kahan?,Our phone number is 0300-1234567 and we are in the main city center.
Hey what are your hours please — thanks.,We are open from 11 AM to 12 AM daily.
"Please, coupon location batao.",We run seasonal discounts; check our website for current offers.
"Hello, high chair — thanks.","Yes, we have a kids menu and high chairs available."
"Please, pizza options asap?","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, operating hours plz asap?",We are open from 11 AM to 12 AM daily.
Hey pizza flavours.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, modify order please.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey book a table now?,You can reserve online or call us to book a table.
"Hello, book a table kindly please?",You can reserve online or call us to book a table.
Hey address.,Our phone number is 0300-1234567 and we are in the main city center.
do you accept cards please.,"We accept cash, card, and online wallets."
Could you which pizzas?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Hi, change my order kindly — thanks.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hello, gluten free kindly asap?",We have vegetarian and gluten-free options on request.
Hey open hours kahan.,We are open from 11 AM to 12 AM daily.
Hey wheelchair access?,Wheelchair access is available; let us know if you need assistance.
Could you kids menu kindly now?,"Yes, we have a kids menu and high chairs available."
Could you ramps kindly please?,Wheelchair access is available; let us know if you need assistance.
nut free asap?,We have vegetarian and gluten-free options on request.
Can you delivery time kaha please?,"Yes, we offer home delivery in the local area."
"Hello, menu today asap?","We offer pizza, burgers, pasta, BBQ, and desserts."
Can you closing time please asap?,We are open from 11 AM to 12 AM daily.
"Hi, catering services — thanks.","Yes, we provide catering—contact sales for a quote."
"Please, where are you located pls?",Our phone number is 0300-1234567 and we are in the main city center.
Can you how to cancel location batao now?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, valet parking — thanks.",There is parking available nearby.
"Hi, offers please now?",We run seasonal discounts; check our website for current offers.
Can you ramps please now?,Wheelchair access is available; let us know if you need assistance.
"Hello, closing time kahan asap?",We are open from 11 AM to 12 AM daily.
Could you pizza options kahan now?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, online payment location batao — thanks.","We accept cash, card, and online wallets."
"Please, which pizzas.","We have Chicken Tikka, Fajita, and Cheese Pizza."
